segment_id,speaker,text,video_id,title,date,channel,segment_id+video_id,annotation,annotation_inference_time
11,SPEAKER_00,Je commence par Martin Koskinen.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,11|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": false, ""targets"": []}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""Martin Koskinen"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}], ""temporality"": [""PRESENT_ANNOUNCEMENT""], ""rhetorical_devices"": [""DIRECT_ADDRESS""], ""emotional_register"": ""NEUTRAL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""TRANSITIONAL""]}",2.69672131147541
12,SPEAKER_00,Martin et moi...,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,12|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": false, ""targets"": []}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""Martin Koskinen"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}, {""actor"": ""François Legault"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""NONE""], ""emotional_register"": ""NEUTRAL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""TRANSITIONAL""]}",2.69672131147541
13,SPEAKER_00,On a formé un duo.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,13|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Relationship/partnership between Legault and Martin as a governing leadership structure"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""COLLECTIVE_ACHIEVEMENT"", ""target"": [""OVERALL_MANDATE""]}, ""actors"": [{""actor"": ""Martin"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}, {""actor"": ""François Legault"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}, {""actor"": ""« nous » (Legault et Martin)"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""CREDITED""}], ""temporality"": [""PAST_ACHIEVEMENT""], ""rhetorical_devices"": [""COLLECTIVE_WE""], ""emotional_register"": ""PROUD"", ""legacy_framing"": ""PRAGMATIST"", ""speech_act"": [""PRAISING""]}",2.69672131147541
14,SPEAKER_00,Tous ceux qui ont travaillé avec nous savaient qu'ils pouvaient parler à un des deux et que c'était vraiment un duo.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,14|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Martin Koskinen as the other half of the duo (not yet named in the target sentence but specified in the following sentence)"", ""reference_type"": ""PERSON"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""nous"", ""actor_type"": ""IMPLICIT"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}, {""actor"": ""Tous ceux qui ont travaillé avec nous"", ""actor_type"": ""STAFF"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}, {""actor"": ""un des deux"", ""actor_type"": ""IMPLICIT"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}], ""temporality"": [""PAST_ACHIEVEMENT""], ""rhetorical_devices"": [""REPETITION""], ""emotional_register"": ""NEUTRAL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""STATING""]}",2.69672131147541
15,SPEAKER_00,"Puis Martin, c'est un homme d'une intelligence exceptionnelle.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,15|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Martin Koskinen as key governing partner in a ‘duo’ central to how decisions were made"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""COLLECTIVE_ACHIEVEMENT"", ""target"": [""OVERALL_MANDATE""]}, ""actors"": [{""actor"": ""Martin Koskinen"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""DIRECT_ADDRESS""], ""emotional_register"": ""PROUD"", ""legacy_framing"": ""PRAGMATIST"", ""speech_act"": [""PRAISING""]}",2.69672131147541
16,SPEAKER_00,C'est quelqu'un qui a un jugement impeccable.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,16|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": false, ""targets"": []}, ""justification_type"": {""present"": true, ""justification_category"": ""COLLECTIVE_ACHIEVEMENT"", ""target"": [""OVERALL_MANDATE""]}, ""actors"": [{""actor"": ""Martin Koskinen"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""QUALIFIER""], ""emotional_register"": ""PROUD"", ""legacy_framing"": ""NONE"", ""speech_act"": [""PRAISING""]}",2.69672131147541
17,SPEAKER_00,C'est un être humain aussi.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,17|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": false, ""targets"": []}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""Martin Koskinen"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""QUALIFIER""], ""emotional_register"": ""AFFECTIONATE"", ""legacy_framing"": ""NONE"", ""speech_act"": [""PRAISING""]}",2.69672131147541
18,SPEAKER_00,Je ne connais pas personne qui n'aime pas Martin Koskinen.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,18|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": false, ""targets"": []}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""Martin Koskinen"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}, {""actor"": ""personne (tout le monde)"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""HYPERBOLE""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""PRAISING""]}",2.69672131147541
19,SPEAKER_00,"Donc, évidemment, c'était un plaisir, Martin, de passer. toutes ces années ensemble.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,19|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": false, ""targets"": []}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""Martin Koskinen"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}], ""temporality"": [""PAST_ACHIEVEMENT""], ""rhetorical_devices"": [""DIRECT_ADDRESS""], ""emotional_register"": ""AFFECTIONATE"", ""legacy_framing"": ""NONE"", ""speech_act"": [""PRAISING"", ""EXPRESSING_EMOTION""]}",2.69672131147541
20,SPEAKER_00,Ce n'est pas simple de former un parti.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,20|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""La création de la CAQ et les difficultés organisationnelles associées"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""CIRCUMSTANCE_CLAIM"", ""target"": [""PARTY_CREATION""]}, ""actors"": [{""actor"": ""Parti (nouveau parti/CAQ implicitement)"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""QUALIFIER""], ""emotional_register"": ""DEFENSIVE"", ""legacy_framing"": ""BUILDER"", ""speech_act"": [""JUSTIFYING""]}",2.69672131147541
21,SPEAKER_00,Il faut convaincre plein de gens qui ont une bonne job de prendre le risque d'une nouvelle organisation.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,21|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""La création/structuration de la CAQ (recrutement de candidats et organisation interne)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""CIRCUMSTANCE_CLAIM"", ""target"": [""PARTY_CREATION""]}, ""actors"": [{""actor"": ""plein de gens (qui ont une bonne job)"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}, {""actor"": ""une nouvelle organisation"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""COLLECTIVE_WE""], ""emotional_register"": ""NEUTRAL"", ""legacy_framing"": ""BUILDER"", ""speech_act"": [""DIAGNOSING"", ""JUSTIFYING""]}",2.69672131147541
22,SPEAKER_00,J'ai eu la chance deux fois de faire ça dans ma vie.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,22|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Founding Air Transat and later founding the CAQ (building new organizations by recruiting people to take risks)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""EFFORT_CLAIM"", ""target"": [""PARTY_CREATION""]}, ""actors"": [{""actor"": ""François Legault"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}], ""temporality"": [""PAST_ACHIEVEMENT""], ""rhetorical_devices"": [""PERSONAL_NARRATIVE""], ""emotional_register"": ""PROUD"", ""legacy_framing"": ""BUILDER"", ""speech_act"": [""CLAIMING_ACHIEVEMENT"", ""EXPRESSING_EMOTION""]}",2.69672131147541
23,SPEAKER_00,"Je l'ai fait en créant Air Transat, puis ensuite en créant la CAQ.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,23|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": false, ""targets"": []}, ""justification_type"": {""present"": true, ""justification_category"": ""RECORD_DEFENSE"", ""target"": [""PARTY_CREATION""]}, ""actors"": [{""actor"": ""Air Transat"", ""actor_type"": ""INSTITUTION"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}, {""actor"": ""la CAQ"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}, {""actor"": ""François Legault"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}], ""temporality"": [""PAST_ORIGIN""], ""rhetorical_devices"": [""PERSONAL_NARRATIVE"", ""ENUMERATION""], ""emotional_register"": ""PROUD"", ""legacy_framing"": ""BUILDER"", ""speech_act"": [""CLAIMING_ACHIEVEMENT""]}",2.69672131147541
24,SPEAKER_00,"Il n'y a rien de plus emballant, malgré toutes les difficultés que ça peut amener, Il n'y a rien de plus emballant que... créé dans la vie.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,24|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""The demanding nature of political leadership/creating and building (e.g., building a party/government projects) despite hardships"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""EFFORT_CLAIM"", ""target"": [""PERSONAL_CONDUCT""]}, ""actors"": [], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""REPETITION"", ""QUALIFIER""], ""emotional_register"": ""DETERMINED"", ""legacy_framing"": ""PRAGMATIST"", ""speech_act"": [""EXPRESSING_EMOTION"", ""JUSTIFYING""]}",2.69672131147541
